developer,name,price,user_rating
"{'href': '/v1/catalog/us/apps/1525689135/developer?l=en-US', 'data': [{'id': '998176000', 'type': 'developers', 'href': '/v1/catalog/us/developers/998176000?l=en-US', 'attributes': {'genreNames': [], 'editorialArtwork': {}, 'name': 'My Town Games LTD', 'mediaType': 'Mobile Software Applications', 'url': 'https://apps.apple.com/us/developer/my-town-games-ltd/id998176000'}}]}",Baby Town - Coloring Games 2+,0,"{'value': 4.2, 'ratingCount': 70, 'ratingCountList': [6, 3, 5, 12, 44], 'ariaLabelForRatings': '4.2 stars'}"
"{'href': '/v1/catalog/us/apps/6462799693/developer?l=en-US', 'data': [{'id': '887759194', 'type': 'developers', 'href': '/v1/catalog/us/developers/887759194?l=en-US', 'attributes': {'genreNames': [], 'editorialArtwork': {}, 'name': 'Roman Koropets', 'mediaType': 'Mobile Software Applications', 'url': 'https://apps.apple.com/us/developer/roman-koropets/id887759194'}}]}",AI Studio. Art Photo Generator,0,"{'wasReset': True, 'value': 5, 'ratingCount': 1, 'ratingCountList': [0, 0, 0, 0, 1], 'ariaLabelForRatings': '5.0 stars'}"
"{'href': '/v1/catalog/us/apps/940880314/developer?l=en-US', 'data': [{'id': '307726643', 'type': 'developers', 'href': '/v1/catalog/us/developers/307726643?l=en-US', 'attributes': {'genreNames': [], 'editorialArtwork': {}, 'name': 'Retronyms Inc', 'mediaType': 'Mobile Software Applications', 'url': 'https://apps.apple.com/us/developer/retronyms-inc/id307726643'}}]}",Phase84,12.99,"{'value': 3.8, 'ratingCount': 37, 'ratingCountList': [6, 3, 4, 4, 20], 'ariaLabelForRatings': '3.8 stars'}"
"{'href': '/v1/catalog/us/apps/1519964664/developer?l=en-US', 'data': [{'id': '1444997858', 'type': 'developers', 'href': '/v1/catalog/us/developers/1444997858?l=en-US', 'attributes': {'genreNames': [], 'editorialArtwork': {}, 'name': 'Arab International Bank [EG]', 'mediaType': 'Mobile Software Applications', 'url': 'https://apps.apple.com/us/developer/arab-international-bank-eg/id1444997858'}}]}",AIB Banking,0,"{'value': 4.7, 'ratingCount': 152, 'ratingCountList': [2, 2, 5, 15, 128], 'ariaLabelForRatings': '4.7 stars'}"
"{'href': '/v1/catalog/us/apps/1455369077/developer?l=en-US', 'data': [{'id': '844650684', 'type': 'developers', 'href': '/v1/catalog/us/developers/844650684?l=en-US', 'attributes': {'genreNames': [], 'editorialArtwork': {}, 'name': 'AXUS Travel LLC', 'mediaType': 'Mobile Software Applications', 'url': 'https://apps.apple.com/us/developer/axus-travel-llc/id844650684'}}]}",Avenue Two Travel,0,"{'value': 5, 'ratingCount': 8, 'ratingCountList': [0, 0, 0, 0, 8], 'ariaLabelForRatings': '5.0 stars'}"
"{'href': '/v1/catalog/us/apps/1564326936/developer?l=en-US', 'data': [{'id': '1564326939', 'type': 'developers', 'href': '/v1/catalog/us/developers/1564326939?l=en-US', 'attributes': {'genreNames': [], 'editorialArtwork': {}, 'name': 'NEW SEASON COMMUNITY CHURCH', 'mediaType': 'Mobile Software Applications', 'url': 'https://apps.apple.com/us/developer/new-season-community-church/id1564326939'}}]}",New Season Community Church,0,"{'value': 0, 'ratingCount': 0, 'ratingCountList': [0, 0, 0, 0, 0], 'ariaLabelForRatings': '0 stars'}"
"{'href': '/v1/catalog/us/apps/948023319/developer?l=en-US', 'data': [{'id': '670822782', 'type': 'developers', 'href': '/v1/catalog/us/developers/670822782?l=en-US', 'attributes': {'genreNames': [], 'editorialArtwork': {}, 'name': 'W8TOWN LTD', 'mediaType': 'Mobile Software Applications', 'url': 'https://apps.apple.com/us/developer/w8town-ltd/id670822782'}}]}",Salmos Bíblia Falada,0,"{'value': 5, 'ratingCount': 2, 'ratingCountList': [0, 0, 0, 0, 2], 'ariaLabelForRatings': '5.0 stars'}"
"{'href': '/v1/catalog/us/apps/1329279976/developer?l=en-US', 'data': [{'id': '1226061332', 'type': 'developers', 'href': '/v1/catalog/us/developers/1226061332?l=en-US', 'attributes': {'genreNames': [], 'editorialArtwork': {}, 'name': 'Atif Mahmood', 'mediaType': 'Mobile Software Applications', 'url': 'https://apps.apple.com/us/developer/atif-mahmood/id1226061332'}}]}",Gas Car Station Simulator,0,"{'value': 5, 'ratingCount': 2, 'ratingCountList': [0, 0, 0, 0, 2], 'ariaLabelForRatings': '5.0 stars'}"
"{'href': '/v1/catalog/us/apps/1218186657/developer?l=en-US', 'data': [{'id': '490634283', 'type': 'developers', 'href': '/v1/catalog/us/developers/490634283?l=en-US', 'attributes': {'genreNames': [], 'editorialArtwork': {}, 'name': 'Magma Mobile', 'mediaType': 'Mobile Software Applications', 'url': 'https://apps.apple.com/us/developer/magma-mobile/id490634283'}}]}",Fruit Party,0,"{'value': 4.9, 'ratingCount': 22, 'ratingCountList': [0, 0, 1, 1, 20], 'ariaLabelForRatings': '4.9 stars'}"
"{'href': '/v1/catalog/us/apps/6449619921/developer?l=en-US', 'data': [{'id': '1656812217', 'type': 'developers', 'href': '/v1/catalog/us/developers/1656812217?l=en-US', 'attributes': {'genreNames': [], 'editorialArtwork': {}, 'name': 'Roman Chipizubov', 'mediaType': 'Mobile Software Applications', 'url': 'https://apps.apple.com/us/developer/roman-chipizubov/id1656812217'}}]}",Never Have I Ever: Party,0,"{'value': 0, 'ratingCount': 0, 'ratingCountList': [0, 0, 0, 0, 0], 'ariaLabelForRatings': '0 stars'}"
"{'href': '/v1/catalog/us/apps/1460231806/developer?l=en-US', 'data': [{'id': '1460231805', 'type': 'developers', 'href': '/v1/catalog/us/developers/1460231805?l=en-US', 'attributes': {'genreNames': [], 'editorialArtwork': {}, 'name': 'Lounge and Live TV, s.r.o.', 'mediaType': 'Mobile Software Applications', 'url': 'https://apps.apple.com/us/developer/lounge-and-live-tv-s-r-o/id1460231805'}}]}",Lounge TV,0,"{'value': 0, 'ratingCount': 0, 'ratingCountList': [0, 0, 0, 0, 0], 'ariaLabelForRatings': '0 stars'}"
"{'href': '/v1/catalog/us/apps/6448929234/developer?l=en-US', 'data': [{'id': '1673523320', 'type': 'developers', 'href': '/v1/catalog/us/developers/1673523320?l=en-US', 'attributes': {'genreNames': [], 'editorialArtwork': {}, 'name': 'Centroid Labs', 'mediaType': 'Mobile Software Applications', 'url': 'https://apps.apple.com/us/developer/centroid-labs/id1673523320'}}]}",ChatVerse - AI Chat Characters,0,"{'value': 4.7, 'ratingCount': 15, 'ratingCountList': [1, 0, 0, 1, 13], 'ariaLabelForRatings': '4.7 stars'}"
"{'href': '/v1/catalog/us/apps/1142148161/developer?l=en-US', 'data': [{'id': '756359898', 'type': 'developers', 'href': '/v1/catalog/us/developers/756359898?l=en-US', 'attributes': {'genreNames': [], 'editorialArtwork': {}, 'name': 'nasar khan', 'mediaType': 'Mobile Software Applications', 'url': 'https://apps.apple.com/us/developer/nasar-khan/id756359898'}}]}",My Newborn Kitty Mommy Cat Pregnancy - Kids Games,0,"{'value': 4.5, 'ratingCount': 752, 'ratingCountList': [27, 17, 45, 108, 555], 'ariaLabelForRatings': '4.5 stars'}"
"{'href': '/v1/catalog/us/apps/1058447482/developer?l=en-US', 'data': [{'id': '741519947', 'type': 'developers', 'href': '/v1/catalog/us/developers/741519947?l=en-US', 'attributes': {'genreNames': [], 'editorialArtwork': {}, 'name': 'Fran Garcia Moreno', 'mediaType': 'Mobile Software Applications', 'url': 'https://apps.apple.com/us/developer/fran-garcia-moreno/id741519947'}}]}",Luxury Turbo Speed Car Driving Simulator,0,"{'value': 0, 'ratingCount': 0, 'ratingCountList': [0, 0, 0, 0, 0], 'ariaLabelForRatings': '0 stars'}"
"{'href': '/v1/catalog/us/apps/1438535411/developer?l=en-US', 'data': [{'id': '1378277306', 'type': 'developers', 'href': '/v1/catalog/us/developers/1378277306?l=en-US', 'attributes': {'genreNames': [], 'editorialArtwork': {}, 'name': 'KAZUHIRO KAKIMOTO', 'mediaType': 'Mobile Software Applications', 'url': 'https://apps.apple.com/us/developer/kazuhiro-kakimoto/id1378277306'}}]}",Quick Explorer,0,"{'wasReset': True, 'value': 3, 'ratingCount': 4, 'ratingCountList': [1, 1, 0, 1, 1], 'ariaLabelForRatings': '3.0 stars'}"
"{'href': '/v1/catalog/us/apps/1477061892/developer?l=en-US', 'data': [{'id': '587609506', 'type': 'developers', 'href': '/v1/catalog/us/developers/587609506?l=en-US', 'attributes': {'genreNames': [], 'editorialArtwork': {}, 'name': 'State of Tennessee', 'mediaType': 'Mobile Software Applications', 'url': 'https://apps.apple.com/us/developer/state-of-tennessee/id587609506'}}]}",MyTN,0,"{'value': 4.2, 'ratingCount': 101, 'ratingCountList': [11, 5, 4, 11, 70], 'ariaLabelForRatings': '4.2 stars'}"
"{'href': '/v1/catalog/us/apps/1434871380/developer?l=en-US', 'data': [{'id': '1382694943', 'type': 'developers', 'href': '/v1/catalog/us/developers/1382694943?l=en-US', 'attributes': {'genreNames': [], 'editorialArtwork': {}, 'name': 'KUWAIT PROTOCOL GENERAL TRADING COMPANY W.L.L', 'mediaType': 'Mobile Software Applications', 'url': 'https://apps.apple.com/us/developer/kuwait-protocol-general-trading-company-w-l-l/id1382694943'}}]}",Dealz Daily Offers - Kuwait,0,"{'value': 4.3, 'ratingCount': 29, 'ratingCountList': [5, 0, 0, 0, 24], 'ariaLabelForRatings': '4.3 stars'}"
"{'href': '/v1/catalog/us/apps/865085971/developer?l=en-US', 'data': [{'id': '865085974', 'type': 'developers', 'href': '/v1/catalog/us/developers/865085974?l=en-US', 'attributes': {'genreNames': [], 'editorialArtwork': {}, 'name': 'Anspear Ltd', 'mediaType': 'Mobile Software Applications', 'url': 'https://apps.apple.com/us/developer/anspear-ltd/id865085974'}}]}",nimbl,0,"{'value': 0, 'ratingCount': 0, 'ratingCountList': [0, 0, 0, 0, 0], 'ariaLabelForRatings': '0 stars'}"
"{'href': '/v1/catalog/us/apps/1597502114/developer?l=en-US', 'data': [{'id': '1597502116', 'type': 'developers', 'href': '/v1/catalog/us/developers/1597502116?l=en-US', 'attributes': {'genreNames': [], 'editorialArtwork': {}, 'name': 'Ourco Inc.', 'mediaType': 'Mobile Software Applications', 'url': 'https://apps.apple.com/us/developer/ourco-inc/id1597502116'}}]}","OUR: News, Polls & Surveys",0,"{'value': 4.2, 'ratingCount': 5, 'ratingCountList': [1, 0, 0, 0, 4], 'ariaLabelForRatings': '4.2 stars'}"
"{'href': '/v1/catalog/us/apps/1487501586/developer?l=en-US', 'data': [{'id': '1444545256', 'type': 'developers', 'href': '/v1/catalog/us/developers/1444545256?l=en-US', 'attributes': {'genreNames': [], 'editorialArtwork': {}, 'name': 'Esteban Ricardo Lazzaroni', 'mediaType': 'Mobile Software Applications', 'url': 'https://apps.apple.com/us/developer/esteban-ricardo-lazzaroni/id1444545256'}}]}",Ticketland,0,"{'value': 0, 'ratingCount': 0, 'ratingCountList': [0, 0, 0, 0, 0], 'ariaLabelForRatings': '0 stars'}"
"{'href': '/v1/catalog/us/apps/1197437799/developer?l=en-US', 'data': [{'id': '1197437798', 'type': 'developers', 'href': '/v1/catalog/us/developers/1197437798?l=en-US', 'attributes': {'genreNames': [], 'editorialArtwork': {}, 'name': 'Seneca Valley School District', 'mediaType': 'Mobile Software Applications', 'url': 'https://apps.apple.com/us/developer/seneca-valley-school-district/id1197437798'}}]}",Seneca Valley School District,0,"{'value': 2.7, 'ratingCount': 75, 'ratingCountList': [40, 3, 2, 2, 28], 'ariaLabelForRatings': '2.7 stars'}"
"{'href': '/v1/catalog/us/apps/1336199322/developer?l=en-US', 'data': [{'id': '1336199321', 'type': 'developers', 'href': '/v1/catalog/us/developers/1336199321?l=en-US', 'attributes': {'genreNames': [], 'editorialArtwork': {}, 'name': 'Cellpay, S.A.P.I. de C.V', 'mediaType': 'Mobile Software Applications', 'url': 'https://apps.apple.com/us/developer/cellpay-s-a-p-i-de-c-v/id1336199321'}}]}",Crédito Maestro,0,"{'value': 5, 'ratingCount': 1, 'ratingCountList': [0, 0, 0, 0, 1], 'ariaLabelForRatings': '5.0 stars'}"
"{'href': '/v1/catalog/us/apps/1104776887/developer?l=en-US', 'data': [{'id': '491381849', 'type': 'developers', 'href': '/v1/catalog/us/developers/491381849?l=en-US', 'attributes': {'genreNames': [], 'editorialArtwork': {}, 'name': 'Hiroki Yamada', 'mediaType': 'Mobile Software Applications', 'url': 'https://apps.apple.com/us/developer/hiroki-yamada/id491381849'}}]}",Virtual Therapeutic Rabbit Pet,0,"{'value': 4.4, 'ratingCount': 122, 'ratingCountList': [6, 6, 6, 22, 82], 'ariaLabelForRatings': '4.4 stars'}"
"{'href': '/v1/catalog/us/apps/1618938616/developer?l=en-US', 'data': [{'id': '446742474', 'type': 'developers', 'href': '/v1/catalog/us/developers/446742474?l=en-US', 'attributes': {'genreNames': [], 'editorialArtwork': {}, 'name': 'DE AGOSTINI PUBLISHING SPA', 'mediaType': 'Mobile Software Applications', 'url': 'https://apps.apple.com/us/developer/de-agostini-publishing-spa/id446742474'}}]}",MyDeA by De Agostini,0,"{'value': 0, 'ratingCount': 0, 'ratingCountList': [0, 0, 0, 0, 0], 'ariaLabelForRatings': '0 stars'}"
"{'href': '/v1/catalog/us/apps/412099246/developer?l=en-US', 'data': [{'id': '289679196', 'type': 'developers', 'href': '/v1/catalog/us/developers/289679196?l=en-US', 'attributes': {'genreNames': [], 'editorialArtwork': {}, 'name': 'Televisa', 'mediaType': 'Mobile Software Applications', 'url': 'https://apps.apple.com/us/developer/televisa/id289679196'}}]}",Noticieros Televisa,0,"{'value': 2.8, 'ratingCount': 15, 'ratingCountList': [7, 0, 1, 3, 4], 'ariaLabelForRatings': '2.8 stars'}"
"{'href': '/v1/catalog/us/apps/1006566548/developer?l=en-US', 'data': [{'id': '1234125401', 'type': 'developers', 'href': '/v1/catalog/us/developers/1234125401?l=en-US', 'attributes': {'genreNames': [], 'editorialArtwork': {}, 'name': '潍坊黑光企业管理咨询有限公司', 'mediaType': 'Mobile Software Applications', 'url': 'https://apps.apple.com/us/developer/%E6%BD%8D%E5%9D%8A%E9%BB%91%E5%85%89%E4%BC%81%E4%B8%9A%E7%AE%A1%E7%90%86%E5%92%A8%E8%AF%A2%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8/id1234125401'}}]}",黑光图库,0,"{'wasReset': True, 'value': 4.7, 'ratingCount': 3, 'ratingCountList': [0, 0, 0, 1, 2], 'ariaLabelForRatings': '4.7 stars'}"
"{'href': '/v1/catalog/us/apps/1114811228/developer?l=en-US', 'data': [{'id': '1114811227', 'type': 'developers', 'href': '/v1/catalog/us/developers/1114811227?l=en-US', 'attributes': {'genreNames': [], 'editorialArtwork': {}, 'name': 'Five Aces Publishing Ltd.', 'mediaType': 'Mobile Software Applications', 'url': 'https://apps.apple.com/us/developer/five-aces-publishing-ltd/id1114811227'}}]}",New Star Soccer G-Story,0.99,"{'wasReset': True, 'value': 3.7, 'ratingCount': 3, 'ratingCountList': [1, 0, 0, 0, 2], 'ariaLabelForRatings': '3.7 stars'}"
"{'href': '/v1/catalog/us/apps/1109013721/developer?l=en-US', 'data': [{'id': '1109013720', 'type': 'developers', 'href': '/v1/catalog/us/developers/1109013720?l=en-US', 'attributes': {'genreNames': [], 'editorialArtwork': {}, 'name': 'Don Harrison', 'mediaType': 'Mobile Software Applications', 'url': 'https://apps.apple.com/us/developer/don-harrison/id1109013720'}}]}",FireLine Systems,0,"{'value': 4.2, 'ratingCount': 11, 'ratingCountList': [2, 0, 0, 1, 8], 'ariaLabelForRatings': '4.2 stars'}"
"{'href': '/v1/catalog/us/apps/1602419561/developer?l=en-US', 'data': [{'id': '1602419563', 'type': 'developers', 'href': '/v1/catalog/us/developers/1602419563?l=en-US', 'attributes': {'genreNames': [], 'editorialArtwork': {}, 'name': 'wemobi Mobilidade e Tecnologia', 'mediaType': 'Mobile Software Applications', 'url': 'https://apps.apple.com/us/developer/wemobi-mobilidade-e-tecnologia/id1602419563'}}]}",wemobi,0,"{'value': 0, 'ratingCount': 0, 'ratingCountList': [0, 0, 0, 0, 0], 'ariaLabelForRatings': '0 stars'}"
"{'href': '/v1/catalog/us/apps/791402347/developer?l=en-US', 'data': [{'id': '452808753', 'type': 'developers', 'href': '/v1/catalog/us/developers/452808753?l=en-US', 'attributes': {'genreNames': [], 'editorialArtwork': {}, 'name': 'Brain Rice Games, LLC', 'mediaType': 'Mobile Software Applications', 'url': 'https://apps.apple.com/us/developer/brain-rice-games-llc/id452808753'}}]}",Dirty Phrase Frenzy,0.99,"{'value': 3.6, 'ratingCount': 7, 'ratingCountList': [1, 2, 0, 0, 4], 'ariaLabelForRatings': '3.6 stars'}"
"{'href': '/v1/catalog/us/apps/1573486711/developer?l=en-US', 'data': [{'id': '1570520299', 'type': 'developers', 'href': '/v1/catalog/us/developers/1570520299?l=en-US', 'attributes': {'genreNames': [], 'editorialArtwork': {}, 'name': 'QSI Holding Company, Inc.', 'mediaType': 'Mobile Software Applications', 'url': 'https://apps.apple.com/us/developer/qsi-holding-company-inc/id1570520299'}}]}",Ambassador Resources Q,0,"{'value': 4.7, 'ratingCount': 26, 'ratingCountList': [1, 0, 2, 0, 23], 'ariaLabelForRatings': '4.7 stars'}"
"{'href': '/v1/catalog/us/apps/1483681956/developer?l=en-US', 'data': [{'id': '967011963', 'type': 'developers', 'href': '/v1/catalog/us/developers/967011963?l=en-US', 'attributes': {'genreNames': [], 'editorialArtwork': {}, 'name': 'Soluntech', 'mediaType': 'Mobile Software Applications', 'url': 'https://apps.apple.com/us/developer/soluntech/id967011963'}}]}",Barcode Scanner for Knack,0,"{'value': 0, 'ratingCount': 0, 'ratingCountList': [0, 0, 0, 0, 0], 'ariaLabelForRatings': '0 stars'}"
"{'href': '/v1/catalog/us/apps/968283638/developer?l=en-US', 'data': [{'id': '456569836', 'type': 'developers', 'href': '/v1/catalog/us/developers/456569836?l=en-US', 'attributes': {'genreNames': [], 'editorialArtwork': {}, 'name': 'CASIO COMPUTER CO., LTD.', 'mediaType': 'Mobile Software Applications', 'url': 'https://apps.apple.com/us/developer/casio-computer-co-ltd/id456569836'}}]}",EXILIM Connect,0,"{'value': 3, 'ratingCount': 6, 'ratingCountList': [3, 0, 0, 0, 3], 'ariaLabelForRatings': '3.0 stars'}"
"{'href': '/v1/catalog/us/apps/6443995438/developer?l=en-US', 'data': [{'id': '1710428394', 'type': 'developers', 'href': '/v1/catalog/us/developers/1710428394?l=en-US', 'attributes': {'genreNames': [], 'editorialArtwork': {}, 'name': 'tuana altin', 'mediaType': 'Mobile Software Applications', 'url': 'https://apps.apple.com/us/developer/tuana-altin/id1710428394'}}]}",Private Hidden Photo Vault App,0,"{'value': 4.5, 'ratingCount': 14, 'ratingCountList': [1, 1, 0, 0, 12], 'ariaLabelForRatings': '4.5 stars'}"
"{'href': '/v1/catalog/us/apps/1469354430/developer?l=en-US', 'data': [{'id': '1360678770', 'type': 'developers', 'href': '/v1/catalog/us/developers/1360678770?l=en-US', 'attributes': {'genreNames': [], 'editorialArtwork': {}, 'name': 'SERHII SKURENKO', 'mediaType': 'Mobile Software Applications', 'url': 'https://apps.apple.com/us/developer/serhii-skurenko/id1360678770'}}]}",Радио Грузии: radio of Georgia,0,"{'value': 0, 'ratingCount': 0, 'ratingCountList': [0, 0, 0, 0, 0], 'ariaLabelForRatings': '0 stars'}"
"{'href': '/v1/catalog/us/apps/1045862834/developer?l=en-US', 'data': [{'id': '994414753', 'type': 'developers', 'href': '/v1/catalog/us/developers/994414753?l=en-US', 'attributes': {'genreNames': [], 'editorialArtwork': {}, 'name': 'Mobile App Fund', 'mediaType': 'Mobile Software Applications', 'url': 'https://apps.apple.com/us/developer/mobile-app-fund/id994414753'}}]}",Eshet Chayil,0,"{'value': 3.9, 'ratingCount': 14, 'ratingCountList': [3, 0, 1, 1, 9], 'ariaLabelForRatings': '3.9 stars'}"
"{'href': '/v1/catalog/us/apps/633273797/developer?l=en-US', 'data': [{'id': '580608579', 'type': 'developers', 'href': '/v1/catalog/us/developers/580608579?l=en-US', 'attributes': {'genreNames': [], 'editorialArtwork': {}, 'name': 'Organize Tech Labs AB', 'mediaType': 'Mobile Software Applications', 'url': 'https://apps.apple.com/us/developer/organize-tech-labs-ab/id580608579'}}]}",Your salary in real time,0,"{'value': 2.5, 'ratingCount': 2, 'ratingCountList': [1, 0, 0, 1, 0], 'ariaLabelForRatings': '2.5 stars'}"
"{'href': '/v1/catalog/us/apps/1253453127/developer?l=en-US', 'data': [{'id': '1187693169', 'type': 'developers', 'href': '/v1/catalog/us/developers/1187693169?l=en-US', 'attributes': {'genreNames': [], 'editorialArtwork': {}, 'name': 'Santosh Mishra', 'mediaType': 'Mobile Software Applications', 'url': 'https://apps.apple.com/us/developer/santosh-mishra/id1187693169'}}]}",Architecture Dictionary -Terms Definitions,0,"{'value': 1, 'ratingCount': 2, 'ratingCountList': [2, 0, 0, 0, 0], 'ariaLabelForRatings': '1.0 stars'}"
"{'href': '/v1/catalog/us/apps/880977884/developer?l=en-US', 'data': [{'id': '880977887', 'type': 'developers', 'href': '/v1/catalog/us/developers/880977887?l=en-US', 'attributes': {'genreNames': [], 'editorialArtwork': {}, 'name': 'Ihab Hadweh', 'mediaType': 'Mobile Software Applications', 'url': 'https://apps.apple.com/us/developer/ihab-hadweh/id880977887'}}]}",Paldrive تؤوريا,0,"{'value': 5, 'ratingCount': 3, 'ratingCountList': [0, 0, 0, 0, 3], 'ariaLabelForRatings': '5.0 stars'}"
